step,left_arm_j1,left_arm_j2,left_arm_j3,left_arm_j4,left_arm_j5,left_arm_j6,left_arm_j7,right_arm_j1,right_arm_j2,right_arm_j3,right_arm_j4,right_arm_j5,right_arm_j6,right_arm_j7,left_hand_j1,left_hand_j2,left_hand_j3,left_hand_j4,left_hand_j5,left_hand_j6,right_hand_j1,right_hand_j2,right_hand_j3,right_hand_j4,right_hand_j5,right_hand_j6
48,-0.10979866131217147,-1.3739580958855049,-1.114811616006238,-0.9960245113765617,0.2865307001041158,-0.5590638920978023,0.5916666430576886,0.8302356761422404,-1.2772145082306325,0.325416647023826,-1.1648327054967602,-2.503849462090153,1.2485387880351497,3.1463748919592485,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
49,-0.10979866131217147,-1.373940652180365,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,0.842749670367441,-1.2937427517459368,0.32592278078899556,-1.1648327054967602,-2.484458719877177,1.2450306059311884,3.141819554914668,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
50,-0.10976375725713464,-1.373940652180365,-1.114829059711378,-0.9960245113765617,0.2865307001041158,-0.5591336669183624,0.5916666430576886,0.8592604701776052,-1.3049477357163362,0.32601006589372294,-1.1648501492019003,-2.4618916254320635,1.2450654933414684,3.141854442324948,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
51,-0.10981611333968991,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,0.8805883957675048,-1.312138536975659,0.3259925888990693,-1.1649026134753748,-2.4439320659888963,1.2451003807517484,3.141924217145508,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
52,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,0.9011135114468,-1.3209349580561909,0.32594022449413557,-1.1648850366121803,-2.43410606683094,1.2450654933414684,3.1419417940087024,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
53,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916491327735214,0.926089168781781,-1.3285795619652634,0.3258704163840619,-1.1648327054967602,-2.4233024212368157,1.2449084999952083,3.1419417940087024,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
54,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,0.9463698728520342,-1.3325239698557796,0.3258355289737819,-1.1647629306762002,-2.423441970877936,1.2447862609011737,3.141889329735228,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
55,-0.10976375725713464,-1.373975539590645,-1.114829059711378,-0.9959721136821144,0.28651325639897574,-0.5590987795080824,0.5916666430576886,0.9638406090771175,-1.3352991168696968,0.3258180519791282,-1.1647454869710603,-2.4237735344336504,1.2447164860806137,3.1418720191881424,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
56,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,0.9842784396516854,-1.335508441331377,0.3258355289737819,-1.1647454869710603,-2.42338977292057,1.2446815986703335,3.141801978051473,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
57,-0.10979866131217147,-1.373975539590645,-1.114829059711378,-0.9960070676714217,0.28656562080390946,-0.5590813358029424,0.5916666430576886,1.0072818930414082,-1.335508441331377,0.3259925888990693,-1.1647803743813403,-2.4227263794930316,1.2446467112600534,3.141732203230913,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
58,-0.10976375725713464,-1.373975539590645,-1.114863947121658,-0.9960245113765617,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.0300060474118091,-1.335490997626237,0.32602750959886295,-1.1648152617916203,-2.401538269860361,1.2447862609011737,3.141662428410353,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
59,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.0520670080917531,-1.335508441331377,0.32601006589372294,-1.1648152617916203,-2.362652123203569,1.2449608311106284,3.1415401893163186,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
60,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.0710910996016525,-1.3355434618997115,0.32602750959886295,-1.1648327054967602,-2.334046310986701,1.2453621694869033,3.1414355270854784,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
61,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590987795080824,0.5916666430576886,1.090202476216279,-1.335508441331377,0.32601006589372294,-1.1648327054967602,-2.312543682029292,1.2457287536109527,3.141313287991444,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
62,-0.10976375725713464,-1.3739580958855049,-1.114863947121658,-0.9959721136821144,0.28656562080390946,-0.5590638920978023,0.5916666430576886,1.1070274624560454,-1.3355434618997115,0.3259577014887892,-1.1647803743813403,-2.297551416672691,1.26440377128097,3.140981724435729,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0011594202898550724,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
63,-0.10976375725713464,-1.373975539590645,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1137120633711715,-1.3355783493099915,0.3258180519791282,-1.1647803743813403,-2.299261965040849,1.2805830075354192,3.1404581469654196,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
64,-0.10981611333968991,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.28656562080390946,-0.5590987795080824,0.5916491327735214,1.1155795385065623,-1.3356132367202715,0.3256958794641208,-1.1647629306762002,-2.299959979562559,1.2879656895512823,3.130056106063679,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
65,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590987795080824,0.5916666430576886,1.1155272073911422,-1.3356655678356917,0.3256784357589808,-1.1647454869710603,-2.300029754383119,1.2904091398514301,3.085166129045412,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
66,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.28656562080390946,-0.5590987795080824,0.5916666430576886,1.1155620948014222,-1.3357353426562517,0.32564354834870074,-1.1648152617916203,-2.299802853058244,1.2946678007505759,3.0358257435295144,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
67,-0.10979866131217147,-1.373940652180365,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1155272073911422,-1.3358052506348663,0.3256958794641208,-1.1648850366121803,-2.299331739861409,1.2946678007505759,2.9964860605390817,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
68,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1155272073911422,-1.3362065890111412,0.3257308001639145,-1.1649375008856548,-2.298860360348465,1.294737575571136,2.9743027276070486,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
69,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.115457365991555,-1.3399940035553974,0.3256784357589808,-1.1649026134753748,-2.290325728003088,1.2948423709600305,2.9689447138099183,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
70,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1152479083718203,-1.3507102974657672,0.32562607135404714,-1.1648327054967602,-2.273186688491774,1.294772462981416,2.9682464329720997,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
71,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3628403304408057,0.32564354834870074,-1.1647803743813403,-2.2596080290417873,1.294772462981416,2.968054685373614,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
72,-0.10976375725713464,-1.373975539590645,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3723348992011017,0.32562607135404714,-1.1647629306762002,-2.2496944118839672,1.2945805822248757,2.9679148694163846,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
73,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.28651325639897574,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3769076799508222,0.32564354834870074,-1.1647803743813403,-2.2468147357972645,1.2946678007505759,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
74,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.11521302096154,-1.3797177143750194,0.32562607135404714,-1.1648152617916203,-2.24676227152379,1.2946154696351557,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
75,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960245113765617,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3796828269647392,0.32562607135404714,-1.1647629306762002,-2.2468147357972645,1.294475786835981,2.967827784048739,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
76,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3797177143750194,0.3256086276489071,-1.1647454869710603,-2.2469193980281044,1.294336237194861,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
77,-0.10979866131217147,-1.373940652180365,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1151955772564002,-1.3797351580801593,0.32562607135404714,-1.1647454869710603,-2.2471114119426994,1.2942139981008263,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
78,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590987795080824,0.5916666430576886,1.1151955772564002,-1.3797351580801593,0.3256086276489071,-1.1647454869710603,-2.247303425857294,1.2939696530708116,2.967810207185545,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
79,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590638920978023,0.5916666430576886,1.11517813355126,-1.3797351580801593,0.3256086276489071,-1.16471059956078,-2.247442975498414,1.293446075600502,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.0008695652173913044,0.6998335254193879,0.7000895255147717,0.0003992547245142401,0.0,1.0
80,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.11517813355126,-1.3797351580801593,0.3255737069491134,-1.16471059956078,-2.247495439771889,1.2930969351815926,2.9677404323649843,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.06289855072463768,0.7492636701242157,0.747665941936309,0.0003992547245142401,0.0,0.04668222740913638
81,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9959721136821144,0.2865307001041158,-0.5590638920978023,0.5916491327735214,1.1150559610362527,-1.3797351580801593,0.3251548249991576,-1.1645883604667455,-2.2480887920627586,1.2921720193350081,2.9678626714590193,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.2026086956521739,0.9003713663721347,0.8966619772349406,0.0003992547245142401,0.0,0.19662109592086252
82,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.114811616006238,-1.3797526017852995,0.32491047996914285,-1.1645185856461855,-2.2489266225416973,1.2915262027706638,2.9678626714590193,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.3153623188405797,0.9985913689332822,0.9983373832970969,0.0003992547245142401,0.0,0.32510836945648547
83,-0.10979866131217147,-1.373975539590645,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590638920978023,0.5916666430576886,1.1146370457967834,-1.3797526017852995,0.3248755925588628,-1.1645185856461855,-2.250148214533717,1.2909502941849342,2.967827784048739,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.4420289855072464,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.4739357563632322
84,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146370457967834,-1.3797874891955795,0.32491047996914285,-1.1645534730564655,-2.2514923119358796,1.2909152736165996,2.967810207185545,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.5472463768115942,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.6113148827386907
85,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.28651325639897574,-0.5590638920978023,0.5916491327735214,1.1146719997860906,-1.3797874891955795,0.32492795696379645,-1.1645883604667455,-2.2514222707992104,1.2908803862063196,2.96775774291207,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.6655072463768116,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.7740357897076804
86,-0.10976375725713464,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146719997860906,-1.3797526017852995,0.3249628443740765,-1.1646232478770255,-2.251370072841845,1.2909152736165996,2.9677404323649843,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.78,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8962987662554185
87,-0.10979866131217147,-1.373975539590645,-1.114863947121658,-0.9960245113765617,0.2865307001041158,-0.5590638920978023,0.5916666430576886,1.1147243309015107,-1.3797526017852995,0.3249628443740765,-1.1646232478770255,-2.2513873833889306,1.2909327173217398,2.9677404323649843,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.8930434782608696,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
88,-0.10979866131217147,-1.373975539590645,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146894434912307,-1.3797526017852995,0.3249628443740765,-1.1646232478770255,-2.2514222707992104,1.2909327173217398,2.9677404323649843,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
89,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146894434912307,-1.3797526017852995,0.3249628443740765,-1.1646232478770255,-2.2514222707992104,1.2909327173217398,2.96775774291207,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
90,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.28656562080390946,-0.5590987795080824,0.5916666430576886,1.1146894434912307,-1.3797526017852995,0.32492795696379645,-1.1645883604667455,-2.2514222707992104,1.2909502941849342,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
91,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.2865307001041158,-0.5590987795080824,0.5916666430576886,1.1146894434912307,-1.3797526017852995,0.3249628443740765,-1.1645883604667455,-2.251439847662405,1.2909327173217398,2.96775774291207,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
92,-0.10979866131217147,-1.3739580958855049,-1.114829059711378,-0.9960070676714217,0.28656562080390946,-0.5590813358029424,0.5917015304679687,1.1146719997860906,-1.3797526017852995,0.32492795696379645,-1.1645883604667455,-2.2514923119358796,1.2909851815952142,2.96775774291207,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
93,-0.10976375725713464,-1.3739580958855049,-1.114829059711378,-0.9959721136821144,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146894434912307,-1.3797526017852995,0.32492795696379645,-1.1646232478770255,-2.2515445098932454,1.2909502941849342,2.96775774291207,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
94,-0.10979866131217147,-1.3739580958855049,-1.114863947121658,-0.9960070676714217,0.2865307001041158,-0.5590813358029424,0.5916666430576886,1.1146370457967834,-1.3797874891955795,0.3249628443740765,-1.1646232478770255,-2.2516142847138054,1.2909851815952142,2.9677928966384592,0.0002898550724637681,0.6998335254193879,0.7003453126998337,0.0003992547245142401,0.0,0.0,0.9,0.9997438852605968,1.0,0.0003992547245142401,0.0,0.8997443592308547
